id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured
1011869,146,75,2139,289.12,287.12,0,0
1134421,146,75,2631,146.5,145.5,0,0
1187227,146,75,1248,131.01,153.32,0,0
1404182,146,75,1778,160.08,159.08,0,0
1430582,146,75,1062,160.08,159.08,0,0
1077995,146,75,2707,206.61,208.61,0,0
1484671,146,75,1207,367.63,368.63,0,0
1420778,146,75,1230,367.63,368.63,0,0
1310109,146,75,2322,367.63,367.63,0,0
1219340,146,75,2290,298.79,297.79,0,0
1483037,146,75,1727,445.23,446.23,0,0
1278014,146,75,1109,310.43,310.43,0,0
1020009,146,75,1571,581.03,583.03,0,0
1357861,146,75,2956,581.03,581.03,0,0
1246537,146,75,2104,581.03,583.03,0,0
1138911,146,75,2640,321.13,320.13,0,0
1072349,146,75,1878,321.13,319.13,0,0
1044205,146,75,2306,226.04,337.62,1,0
1003775,146,75,1216,414.25,413.25,0,0
1105139,146,75,2126,445.29,445.29,0,0
1233795,146,75,2826,326.92,326.92,0,0
1488993,146,75,1754,329.83,328.83,0,0
1128989,146,75,1971,327.86,327.86,0,0
1461060,146,75,1902,445.23,446.23,0,0
1093258,146,75,1770,401.58,402.58,0,0
1458579,146,75,1558,562.66,562.66,0,0
1267831,146,75,2581,561.63,562.63,0,0
1076102,146,75,1962,557.75,558.75,0,0
1492794,146,75,1445,726.53,727.53,0,0
1258414,146,75,2444,727.53,726.53,0,0
1233270,146,75,2867,727.53,727.53,0,0
1218069,146,75,2760,182.36,262.93,0,1
1209101,146,75,1525,319.13,319.13,0,0
1005839,146,75,2704,319.13,321.13,0,0
1205721,146,75,2492,455.93,455.93,0,0
1286663,146,75,1543,416.19,483.09,0,0
1396005,146,75,2304,399.67,482.09,0,0
1005991,146,75,2664,321.07,323.07,0,0
1411749,146,75,2569,320.16,320.16,0,0
1256153,146,75,2490,274.57,272.57,0,0
1334064,146,177,1885,142.62,143.62,0,0
1053700,146,177,1993,140.71,139.71,0,0
1079711,146,177,2539,143.59,142.59,0,0
1449942,146,177,2139,292.03,292.03,0,0
1080233,146,177,2631,135.8,137.8,0,0
1320661,146,177,1248,108.7,151.38,0,0
1137255,146,177,1778,157.14,158.17,0,1
1264796,146,177,1062,151.32,152.32,0,0
1048031,146,177,2707,197.91,197.91,0,0
1363159,146,177,1207,365.72,366.72,0,0
1311397,146,177,1230,359.93,358.93,0,0
1408686,146,177,2322,342.44,343.44,0,0
1335629,146,177,2290,298.79,297.79,0,0
1384967,146,177,1727,446.23,445.23,0,0
1425196,146,177,1109,311.43,311.43,0,0
1185945,146,177,1571,581.03,583.03,0,0
1233671,146,177,2640,321.13,319.13,0,0
1168634,146,177,1878,320.13,320.13,0,0
1475193,146,177,2306,194.03,335.62,1,0
1008215,146,177,1216,414.25,413.25,0,0
1490942,146,177,2126,436.53,508.31,0,1
1086613,146,177,2826,325.92,325.92,0,0
1429213,146,177,1754,328.83,328.83,0,0
1247277,146,177,1971,327.86,327.86,0,0
1315521,146,177,1902,447.23,445.23,0,0
1251613,146,177,1247,447.23,445.23,0,0
1341539,146,177,1770,426.83,484.03,0,0
1314843,146,177,1558,564.6,562.6,0,0
1060246,146,177,2581,563.63,561.63,0,0
1196722,146,177,1962,558.78,557.78,0,0
1062489,146,177,1445,728.53,728.53,0,0
1391156,146,177,2444,727.53,726.53,0,0
1420868,146,177,2760,183.36,260.93,0,0
1266795,146,177,1525,319.13,321.13,0,0
1452943,146,177,2704,320.13,320.13,0,0
1372739,146,177,1543,452.08,450.08,0,0
1384170,146,177,2304,484.09,482.09,0,0
1270445,146,177,2664,323.07,321.07,0,0
1440443,146,177,2569,323.07,323.07,0,0
1158748,146,177,2490,292.03,291.03,0,0
1373369,146,27,1885,157.14,150.35,0,1
1171380,146,27,1993,159.14,150.38,0,1
1334250,146,27,2539,158.17,157.17,0,0
1260574,146,27,2139,290.03,291.03,0,0
1004325,146,27,2631,163.93,165.93,0,0
1402074,146,27,1248,163.93,163.93,0,0
1305204,146,27,1778,193.09,191.09,0,0
1225037,146,27,1062,189.18,190.18,0,0
1174606,146,27,2707,237.65,237.65,0,0
1118582,146,27,1207,379.27,379.27,0,0
1302852,146,27,1230,360.9,359.9,0,0
1236914,146,27,2322,389.0,390.0,0,0
1047047,146,27,2290,302.64,304.64,0,0
1219768,146,27,1727,466.63,464.63,0,0
1449676,146,27,1109,311.43,309.43,0,0
1459390,146,27,1571,639.23,639.23,0,0
1403792,146,27,2577,319.13,319.13,0,0
1181820,146,27,2640,320.13,319.13,0,0
1158592,146,27,1878,320.13,319.13,0,0
1106569,146,27,2306,262.93,335.62,1,0
1460628,146,27,1216,435.56,435.56,0,0
1456648,146,27,2126,485.03,509.31,0,1
1074653,146,27,2826,377.33,379.33,0,0
1172350,146,27,1754,329.86,329.86,0,0
1064482,146,27,1971,345.35,344.35,0,0
1035769,146,27,1902,446.23,447.23,0,0
1092414,146,27,1247,445.23,445.23,0,0
1187218,146,27,1770,427.83,484.03,0,0
1309910,146,27,1198,113.52,189.18,0,0
1064688,146,27,1311,228.01,296.85,0,0
1208945,146,27,1803,169.75,272.63,0,0
1223704,146,27,1438,194.0,195.0,0,0
1342926,146,27,2494,196.0,196.0,0,0
1016090,146,27,1847,196.0,194.0,0,0
1084541,146,27,1558,563.6,562.6,0,0
1006036,146,27,2581,563.6,564.6,0,0
1271294,146,27,1962,564.6,562.6,0,0
1293143,146,27,1445,726.53,728.53,0,0
1380357,146,27,2760,162.99,241.53,0,1
1394412,146,27,1525,319.13,320.13,0,0
1045597,146,27,2704,321.13,319.13,0,0
1242518,146,27,2492,387.03,387.03,0,0
1425711,146,27,1543,484.03,484.03,0,0
1236266,146,27,2304,485.03,485.03,0,0
1391787,146,27,2664,345.38,343.38,0,0
1018619,146,27,2569,343.38,344.38,0,0
1439086,146,27,2490,291.03,291.03,0,0
1487991,146,157,1885,115.43,115.43,0,0
1460540,146,157,1993,118.34,119.34,0,0
1421075,146,157,2539,121.25,122.25,0,0
1337962,146,157,2139,290.06,289.06,0,0
1205702,146,157,2631,136.83,134.83,0,0
1216068,146,157,1248,124.19,155.26,0,0
1416093,146,157,1778,148.41,149.41,0,0
1106438,146,157,1062,153.26,155.23,0,1
1187958,146,157,2707,209.58,209.58,0,0
1461237,146,157,1207,369.63,368.63,0,0
1493677,146,157,1230,362.81,361.81,0,0
1346875,146,157,2322,343.38,345.38,0,0
1047024,146,157,2290,260.96,260.96,0,0
1179951,146,157,1727,386.12,386.12,0,0
1272720,146,157,1109,311.43,311.43,0,0
1009102,146,157,1571,582.03,583.03,0,0
1102030,146,157,2956,582.03,583.03,0,0
1357349,146,157,2104,582.03,581.03,0,0
1254542,146,157,2640,320.13,321.13,0,0
1239839,146,157,1878,319.13,320.13,0,0
1142498,146,157,2306,281.36,355.05,1,0
1479142,146,157,1216,423.95,422.95,0,0
1127057,146,157,2126,436.53,507.31,0,1
1143077,146,157,2826,325.92,325.92,0,0
1315764,146,157,1754,280.33,282.33,0,0
1076879,146,157,1971,283.3,281.3,0,0
1117812,146,157,1902,446.23,446.23,0,0
1171684,146,157,1770,396.73,455.93,0,0
1187665,146,157,1558,513.19,511.19,0,0
1150288,146,157,2581,511.19,513.19,0,0
1092093,146,157,1962,511.19,511.19,0,0
1447408,146,157,1445,727.53,726.53,0,0
1331327,146,157,2444,727.53,728.53,0,0
1478225,146,157,2760,183.36,260.93,0,0
1247480,146,157,1525,321.13,321.13,0,0
1105195,146,157,2704,320.13,320.13,0,0
1439531,146,157,2492,446.23,446.23,0,0
1079007,146,157,1543,446.26,446.26,0,0
1068176,146,157,2304,444.26,445.26,0,0
1396170,146,157,2664,284.24,339.53,0,0
1334406,146,157,2569,284.24,283.24,0,0
1014026,146,157,2490,280.36,281.36,0,0
1352373,146,106,1885,119.34,120.34,0,0
1243030,146,106,1993,119.37,117.37,0,0
1041420,146,106,2539,118.37,117.37,0,0
1319327,146,106,2139,282.33,281.33,0,0
1410028,146,106,2631,105.76,153.26,0,0
1139636,146,106,1248,153.26,154.26,0,0
1036193,146,106,1778,153.29,151.35,0,1
1003367,146,106,1062,153.26,153.29,0,1
1387633,146,106,2707,206.67,206.67,0,0
1332886,146,106,1207,352.11,352.11,0,0
1080327,146,106,1230,350.2,350.2,0,0
1013373,146,106,2322,350.2,350.2,0,0
1078845,146,106,2290,261.96,259.96,0,0
1240791,146,106,1727,423.95,421.95,0,0
1474319,146,106,1109,309.43,310.43,0,0
1494561,146,106,1571,582.03,582.03,0,0
1150748,146,106,2956,582.03,582.03,0,0
1140411,146,106,2104,583.03,581.03,0,0
1440680,146,106,2577,319.13,321.13,0,0
1067429,146,106,2640,319.13,321.13,0,0
1160511,146,106,1878,319.13,319.13,0,0
1065243,146,106,2306,230.89,335.62,1,0
1279830,146,106,1216,418.13,418.13,0,0
1030666,146,106,2126,435.53,507.31,0,1
1433611,146,106,2826,325.92,327.92,0,0
1333707,146,106,1754,291.03,290.03,0,0
1266311,146,106,1971,289.06,291.06,0,0
1103146,146,106,1770,427.83,484.03,0,0
1491817,146,106,1558,512.19,513.19,0,0
1212716,146,106,2581,512.19,512.19,0,0
1301661,146,106,1962,511.19,511.19,0,0
1233889,146,106,1445,728.53,727.53,0,0
1342250,146,106,2444,727.53,728.53,0,0
1079171,146,106,2867,727.53,728.53,0,0
1132769,146,106,2760,184.36,260.93,0,1
1177184,146,106,2704,319.13,320.13,0,0
1162498,146,106,2492,445.23,446.23,0,0
1226350,146,106,1543,388.03,484.09,0,0
1353682,146,106,2304,484.09,483.09,0,0
1144693,146,106,2664,284.24,332.77,0,0
1200921,146,106,2569,284.24,284.24,0,0
1098073,146,106,2490,281.36,279.36,0,0
1083024,146,64,1885,142.65,142.65,0,0
1496726,146,64,1993,139.71,140.71,0,0
1222568,146,64,2539,135.86,135.86,0,0
1118152,146,64,2139,261.93,262.93,0,0
1474455,146,64,2631,114.52,153.26,0,0
1344569,146,64,1778,155.23,154.23,0,0
1362812,146,64,1062,155.26,173.66,0,1
1357918,146,64,2707,206.67,206.67,0,0
1427314,146,64,1207,354.11,362.81,0,1
1177846,146,64,1230,354.11,286.21,0,1
1447665,146,64,2322,359.9,290.03,0,1
1180242,146,64,2290,299.79,297.79,0,0
1057980,146,64,1727,446.23,447.23,0,0
1057989,146,64,1109,311.43,309.43,0,0
1494214,146,64,2577,321.13,321.13,0,0
1360415,146,64,2640,320.13,320.13,0,0
1474051,146,64,1878,320.13,321.13,0,0
1139545,146,64,2306,242.53,335.62,1,0
1102908,146,64,1216,412.25,413.25,0,0
1281533,146,64,2126,436.53,436.53,0,0
1233530,146,64,2826,327.92,327.92,0,0
1474190,146,64,1754,328.83,330.83,0,0
1195458,146,64,1971,327.86,329.86,0,0
1481613,146,64,1902,445.23,447.23,0,0
1004249,146,64,1558,559.72,559.72,0,0
1165001,146,64,2581,554.87,555.87,0,0
1022162,146,64,1962,553.9,552.9,0,0
1185155,146,64,1445,727.53,726.53,0,0
1152177,146,64,2760,182.36,261.93,0,1
1374738,146,64,1525,319.13,319.13,0,1
1379639,146,64,2704,319.13,321.13,0,0
1333423,146,64,2492,454.93,454.93,0,0
1128407,146,64,1543,444.26,445.26,0,0
1204473,146,64,2304,451.08,452.08,0,0
1310544,146,64,2664,312.34,314.34,0,0
1154591,146,64,2569,315.25,317.25,0,0
1494201,146,64,2490,292.03,292.03,0,0
1115748,146,129,1885,143.62,141.62,0,0
1353589,146,129,1993,137.74,139.74,0,0
1484676,146,129,2539,139.68,139.68,0,0
1048616,146,129,2139,290.03,291.03,0,0
1314508,146,129,2631,134.83,155.26,0,0
1296975,146,129,1248,123.25,151.35,0,0
1372115,146,129,1778,147.44,148.44,0,0
1336189,146,129,1062,156.17,178.48,0,0
1121324,146,129,2707,210.55,208.55,0,0
1045996,146,129,1207,359.87,360.87,0,0
1361706,146,129,1230,362.81,361.81,0,0
1431483,146,129,2322,363.78,364.78,0,0
1387232,146,129,2290,299.79,297.79,0,0
1160893,146,129,1727,446.23,445.23,0,0
1431384,146,129,1109,294.91,295.91,0,0
1235837,146,129,1571,581.03,583.03,0,0
1436037,146,129,2956,581.03,581.03,0,0
1202680,146,129,2104,581.03,581.03,0,0
1412587,146,129,2577,319.13,321.13,0,0
1377286,146,129,2640,320.13,321.13,0,0
1197461,146,129,1878,320.13,319.13,0,0
1116597,146,129,1216,413.25,414.25,0,0
1062507,146,129,2126,436.53,435.53,0,0
1030306,146,129,2826,325.92,327.92,0,0
1013660,146,129,1754,329.83,329.83,0,0
1086030,146,129,1971,295.88,329.86,0,0
1229602,146,129,1247,445.23,446.23,0,0
1272184,146,129,1770,425.83,484.03,0,0
1433035,146,129,1558,562.6,562.6,0,0
1374038,146,129,2581,559.72,560.72,0,0
1222840,146,129,1962,562.63,563.63,0,0
1356273,146,129,1445,727.53,726.53,0,0
1101932,146,129,2444,728.53,726.53,0,0
1021010,146,129,2760,184.36,260.93,0,0
1171411,146,129,1525,321.13,321.13,0,0
1337490,146,129,2704,319.13,319.13,0,0
1332396,146,129,2492,456.93,455.93,0,0
1303811,146,129,1543,482.09,484.09,0,0
1333733,146,129,2304,435.56,435.56,0,0
1191789,146,129,2664,323.07,321.07,0,0
1325792,146,129,2569,321.07,322.07,0,0
1476106,146,129,2490,284.21,284.21,0,0
1171225,146,14,1885,158.17,156.17,0,0
1235681,146,14,1993,158.11,149.38,0,1
1224499,146,14,2539,155.2,157.14,0,1
1423465,146,14,2139,292.03,292.03,0,0
1120552,146,14,2631,163.93,164.93,0,0
1292401,146,14,1248,163.93,163.93,0,0
1226546,146,14,1778,192.06,194.06,0,0
1485369,146,14,1062,192.09,193.09,0,0
1369288,146,14,2707,240.59,240.59,0,0
1432305,146,14,1207,384.15,384.15,0,0
1079777,146,14,1230,379.3,379.3,0,0
1092628,146,14,2322,376.39,377.39,0,0
1282588,146,14,2290,304.64,302.64,0,0
1415191,146,14,1727,464.63,466.63,0,0
1209550,146,14,1109,311.43,310.43,0,0
1370271,146,14,1571,640.23,639.23,0,0
1104842,146,14,2577,321.13,320.13,0,0
1381859,146,14,2640,320.13,321.13,0,0
1062232,146,14,1878,321.13,320.13,0,0
1171522,146,14,2306,228.01,337.62,1,0
1084587,146,14,1216,417.13,417.13,0,0
1439204,146,14,2126,486.03,485.03,0,0
1159953,146,14,2826,378.33,379.33,0,0
1379917,146,14,1754,328.86,328.86,0,0
1082924,146,14,1971,345.35,344.35,0,0
1380277,146,14,1247,446.23,446.23,0,0
1303074,146,14,1770,427.83,485.03,0,0
1357053,146,14,1311,156.17,340.53,0,0
1482844,146,14,1803,157.17,195.03,0,0
1095958,146,14,1438,195.0,194.0,0,0
1335161,146,14,2494,194.0,196.0,0,0
1432554,146,14,1847,196.0,195.0,0,0
1058867,146,14,1558,564.6,562.6,0,0
1289214,146,14,2581,564.6,564.6,0,0
1028000,146,14,1962,564.6,563.6,0,0
1437271,146,14,2444,728.53,726.53,0,0
1399943,146,14,2867,728.53,727.53,0,0
1107949,146,14,2760,171.75,243.53,0,1
1356581,146,14,1525,319.13,320.13,0,0
1194491,146,14,2492,389.03,389.03,0,0
1203992,146,14,1543,486.03,486.03,0,0
1073984,146,14,2304,486.03,485.03,0,0
1158974,146,14,2664,343.38,344.38,0,0
1244952,146,14,2569,344.38,343.38,0,0
1350959,146,14,2490,290.03,290.03,0,0
1221985,146,17,1885,158.14,157.14,0,0
1428233,146,17,1993,158.11,160.11,0,0
1247118,146,17,2539,159.14,159.14,0,0
1460736,146,17,2139,290.03,290.03,0,0
1317327,146,17,2631,165.93,164.93,0,0
1233024,146,17,1248,165.93,164.93,0,0
1471569,146,17,1778,187.21,188.21,0,0
1415077,146,17,1062,187.24,188.24,0,0
1056913,146,17,2707,240.56,241.56,0,0
1277505,146,17,1230,370.57,370.57,0,0
1359182,146,17,2322,381.27,380.27,0,0
1430948,146,17,2290,304.64,304.64,0,0
1013760,146,17,1727,465.63,466.63,0,0
1147147,146,17,1109,311.43,309.43,0,0
1415890,146,17,1571,641.23,641.23,0,0
1265084,146,17,2577,319.13,321.13,0,0
1431945,146,17,1878,321.13,320.13,0,0
1484655,146,17,2306,242.5,336.62,1,0
1161020,146,17,1216,416.13,417.13,0,0
1175530,146,17,2826,379.33,379.33,0,0
1154338,146,17,1754,328.89,326.89,0,0
1130574,146,17,1971,344.35,344.35,0,0
1051940,146,17,1247,446.23,446.23,0,0
1440445,146,17,1770,427.83,484.03,0,0
1192440,146,17,1198,194.03,228.01,0,0
1260322,146,17,1311,170.75,246.38,0,0
1421768,146,17,1803,171.75,169.75,0,0
1449682,146,17,1438,195.0,196.0,0,0
1415276,146,17,1847,194.0,194.0,0,0
1453255,146,17,1558,564.6,563.6,0,0
1248669,146,17,2581,562.6,564.6,0,0
1230958,146,17,1962,562.6,564.6,0,0
1157877,146,17,1445,727.53,726.53,0,0
1325572,146,17,2760,161.99,243.53,0,0
1431659,146,17,1525,320.13,320.13,0,0
1309583,146,17,2704,320.13,319.13,0,0
1209010,146,17,2492,387.03,389.03,0,0
1285811,146,17,1543,484.03,484.03,0,0
1136992,146,17,2304,486.03,484.03,0,0
1108246,146,17,2664,345.38,344.38,0,0
1104829,146,17,2569,345.38,345.38,0,0
1330971,146,17,2490,292.03,292.03,0,0
1224992,146,153,1885,157.14,159.14,0,0
1268353,146,153,1993,158.14,157.14,0,0
1232469,146,153,2539,158.17,158.17,0,0
1410483,146,153,2139,291.03,291.03,0,0
1063825,146,153,2631,163.93,164.93,0,0
1243528,146,153,1248,160.05,160.05,0,0
1349678,146,153,1778,185.3,186.3,0,0
1072684,146,153,1062,190.12,190.12,0,0
1342993,146,153,2707,237.68,238.68,0,0
1495669,146,153,1207,383.18,383.18,0,0
1322377,146,153,1230,377.33,379.33,0,0
1202457,146,153,2322,388.0,388.0,0,0
1415501,146,153,2290,304.64,303.64,0,0
1363882,146,153,1727,464.63,464.63,0,0
1080956,146,153,1109,307.55,307.55,0,0
1134020,146,153,1571,639.23,639.23,0,0
1151908,146,153,2956,640.23,640.23,0,0
1350192,146,153,2577,320.13,321.13,0,0
1416559,146,153,2640,321.13,321.13,0,0
1092576,146,153,1878,320.13,320.13,0,0
1344385,146,153,2306,244.5,335.62,1,0
1217656,146,153,1216,436.56,436.56,0,0
1302415,146,153,2126,485.03,486.03,0,0
1242600,146,153,2826,378.33,379.33,0,0
1467152,146,153,1754,327.86,328.86,0,0
1438001,146,153,1971,344.35,345.35,0,0
1460611,146,153,1902,445.23,447.23,0,0
1441014,146,153,1770,425.83,486.03,0,0
1357398,146,153,1198,169.75,226.01,0,0
1077114,146,153,1311,160.05,209.55,0,0
1263663,146,153,1803,128.07,228.01,0,0
1372445,146,153,1438,194.0,194.0,0,0
1298212,146,153,2494,195.0,196.0,0,0
1491344,146,153,1847,194.0,194.0,0,0
1281588,146,153,1558,563.6,563.6,0,1
1136004,146,153,2581,564.6,562.6,0,0
1289149,146,153,1962,563.6,562.6,0,0
1474421,146,153,1445,726.53,726.53,0,0
1473813,146,153,2867,728.53,726.53,0,0
1252840,146,153,2760,163.99,243.53,0,0
1172252,146,153,1525,320.13,320.13,0,0
1189064,146,153,2704,321.13,319.13,0,0
1361099,146,153,2492,389.03,387.03,0,0
1013719,146,153,1543,486.03,485.03,0,0
1073519,146,153,2304,485.03,485.03,0,0
1277293,146,153,2664,345.38,345.38,0,0
1159227,146,153,2569,344.38,343.38,0,0
1139762,146,153,2490,292.03,290.03,0,0
1295739,146,139,1885,115.43,115.43,0,0
1009685,146,139,1993,119.37,119.37,0,0
1474772,146,139,2539,119.34,118.34,0,0
1165673,146,139,2139,292.03,292.03,0,0
1065468,146,139,2631,145.5,147.5,0,0
1102053,146,139,1248,153.26,153.26,0,0
1161784,146,139,1778,157.2,160.11,0,1
1051139,146,139,1062,153.26,156.17,0,1
1269039,146,139,2707,207.64,206.64,0,0
1158737,146,139,1207,369.63,368.63,0,0
1246489,146,139,1230,359.87,361.87,0,0
1202461,146,139,2322,358.9,358.9,0,0
1198164,146,139,2290,260.96,259.96,0,0
1011440,146,139,1727,255.14,421.95,0,0
1413230,146,139,1109,310.43,310.43,0,0
1094332,146,139,2640,321.13,321.13,0,0
1141137,146,139,1216,416.13,416.13,0,0
1049606,146,139,2126,435.53,485.06,0,1
1391442,146,139,2826,327.92,326.92,0,0
1359351,146,139,1754,290.03,291.03,0,0
1233267,146,139,1971,290.06,289.06,0,0
1314748,146,139,1247,447.23,445.23,0,0
1413495,146,139,1558,512.19,511.19,0,0
1225930,146,139,2581,513.19,512.19,0,0
1137875,146,139,1962,513.19,512.19,0,0
1190701,146,139,2492,445.23,447.23,0,0
1122832,146,139,1543,460.81,458.81,0,0
1089220,146,139,2304,471.42,473.42,0,0
1249809,146,139,2664,283.24,328.86,0,0
1093731,146,139,2569,278.42,321.07,0,0
1064557,146,139,2490,279.36,279.36,0,0
1117909,146,161,1885,118.34,119.34,0,0
1214618,146,161,1993,120.28,122.28,0,0
1089335,146,161,2539,121.31,120.31,0,0
1213475,146,161,2139,261.93,290.03,0,0
1170902,146,161,2631,100.88,148.41,0,0
1481946,146,161,1778,153.26,153.26,0,1
1224868,146,161,1062,154.23,156.23,0,0
1106482,146,161,2707,211.49,211.49,0,0
1273502,146,161,1230,369.63,367.63,0,0
1216168,146,161,2322,343.38,344.38,0,0
1083594,146,161,2290,261.96,260.96,0,0
1224295,146,161,1727,423.95,423.95,0,0
1013278,146,161,1109,311.43,309.43,0,0
1005855,146,161,1571,591.7,593.7,0,0
1056709,146,161,2104,583.03,582.03,0,0
1249671,146,161,2577,319.13,321.13,0,0
1230380,146,161,2640,319.13,320.13,0,0
1484433,146,161,1878,321.13,319.13,0,0
1267040,146,161,2306,243.53,336.62,1,0
1473223,146,161,1216,418.13,417.13,0,0
1233669,146,161,2826,327.92,326.92,0,0
1250796,146,161,1754,291.03,290.03,0,0
1313401,146,161,1971,289.06,289.06,0,0
1237110,146,161,1902,446.23,445.23,0,0
1238242,146,161,1247,446.23,447.23,0,0
1000121,146,161,1558,512.19,511.19,0,0
1129558,146,161,2581,512.19,513.19,0,0
1018802,146,161,1962,513.19,513.19,0,0
1368711,146,161,2760,182.36,261.93,0,0
1368971,146,161,1525,319.13,321.13,0,0
1240209,146,161,2704,319.13,319.13,0,0
1430887,146,161,2492,447.23,446.23,0,0
1476123,146,161,1543,455.93,454.93,0,0
1068042,146,161,2304,419.04,484.09,0,0
1124650,146,161,2664,283.24,340.53,0,0
1289201,146,161,2569,284.24,340.53,0,0
1281401,146,161,2490,262.87,263.87,0,0
1485491,146,81,1885,120.31,120.31,0,1
1104767,146,81,1993,119.31,118.4,0,1
1260343,146,81,2539,116.4,118.4,0,0
1420693,146,81,2139,290.03,292.03,0,0
1462062,146,81,2631,132.92,149.38,0,0
1057642,146,81,1248,155.26,153.26,0,0
1379980,146,81,1778,160.11,159.11,0,0
1095043,146,81,1062,159.08,156.2,0,1
1096435,146,81,2707,208.55,208.55,0,0
1339708,146,81,1207,359.9,359.9,0,0
1430712,146,81,1230,355.02,357.02,0,0
1348620,146,81,2322,363.81,361.81,0,0
1489978,146,81,2290,260.96,260.96,0,0
1343050,146,81,1727,422.95,422.95,0,0
1171803,146,81,1109,311.43,310.43,0,0
1239136,146,81,1571,581.03,582.03,0,0
1159926,146,81,2104,591.73,591.73,0,0
1167786,146,81,2577,319.13,319.13,0,0
1261300,146,81,2640,319.13,321.13,0,0
1164093,146,81,1878,321.13,319.13,0,0
1161124,146,81,2306,242.53,335.62,1,0
1077741,146,81,1216,332.74,418.13,0,0
1139047,146,81,2126,413.28,507.31,0,1
1253918,146,81,2826,325.92,326.92,0,0
1081347,146,81,1754,291.06,290.06,0,0
1067587,146,81,1971,288.09,288.09,0,0
1029248,146,81,1902,446.23,446.23,0,0
1456841,146,81,1770,427.83,484.03,0,0
1383133,146,81,1558,513.19,513.19,0,0
1263414,146,81,2581,512.19,511.19,0,0
1110768,146,81,1962,511.19,512.19,0,0
1363668,146,81,1445,726.53,726.53,0,0
1187183,146,81,2867,727.53,727.53,0,0
1364266,146,81,2760,182.36,262.93,0,1
1026176,146,81,1525,321.13,319.13,0,0
1177476,146,81,2704,320.13,321.13,0,0
1499793,146,81,2492,446.23,447.23,0,0
1245784,146,81,1543,448.2,483.09,0,1
1031113,146,81,2304,467.57,483.09,0,1
1117382,146,81,2664,284.24,340.53,0,0
1449051,146,81,2569,283.24,283.24,0,0
1441522,146,81,2490,279.36,281.36,0,0
1220040,146,26,1885,141.65,142.65,0,0
1445037,146,26,1993,139.74,137.74,0,0
1313829,146,26,2539,139.71,140.71,0,0
1345555,146,26,2631,137.8,135.8,0,0
1278499,146,26,1248,150.35,151.35,0,0
1352264,146,26,1778,153.32,175.6,0,1
1466161,146,26,1062,152.32,156.23,0,1
1252687,146,26,2707,198.91,235.74,0,0
1479808,146,26,1207,346.29,348.29,0,0
1223345,146,26,1230,359.87,360.87,0,0
1049411,146,26,2322,349.2,349.2,0,0
1003384,146,26,2290,297.79,297.79,0,0
1363984,146,26,1727,447.23,447.23,0,0
1216354,146,26,1109,310.43,310.43,0,0
1394628,146,26,2640,320.13,319.13,0,0
1343435,146,26,1878,319.13,319.13,0,0
1370718,146,26,2306,194.03,336.62,1,0
1156018,146,26,1216,414.25,413.25,0,0
1395048,146,26,2826,327.92,327.92,0,0
1314516,146,26,1754,316.25,317.25,0,0
1399258,146,26,1971,329.86,328.86,0,0
1338874,146,26,1247,445.23,447.23,0,0
1118069,146,26,1770,425.83,485.03,0,0
1465660,146,26,1558,560.66,562.66,0,0
1255031,146,26,2581,557.78,558.78,0,0
1058944,146,26,1962,561.69,559.69,0,0
1305598,146,26,2867,726.53,728.53,0,0
1196241,146,26,2760,183.36,262.93,0,0
1004788,146,26,2704,320.13,321.13,0,0
1463684,146,26,2492,456.93,456.93,0,0
1061891,146,26,1543,426.86,482.09,0,0
1257545,146,26,2304,389.03,482.09,0,0
1137317,146,26,2664,309.43,311.43,0,0
1316766,146,26,2569,322.07,321.07,0,0
1215009,146,26,2490,291.03,291.03,0,0
1198616,146,73,1885,119.37,117.37,0,0
1119975,146,73,1993,117.4,117.4,0,0
1173978,146,73,2539,121.28,121.28,0,0
1003325,146,73,2139,292.03,290.03,0,0
1014959,146,73,2631,136.77,138.77,0,0
1238676,146,73,1778,155.23,157.17,0,1
1180681,146,73,1062,154.26,154.26,0,0
1154031,146,73,2707,207.64,205.64,0,0
1392618,146,73,1207,345.38,345.38,0,0
1158959,146,73,1230,350.2,350.2,0,0
1174657,146,73,2322,368.63,367.63,0,0
1215383,146,73,2290,260.96,261.96,0,0
1056737,146,73,1727,422.95,423.95,0,0
1226869,146,73,1109,297.79,298.79,0,0
1338426,146,73,2640,320.13,321.13,0,0
1119609,146,73,1878,321.13,319.13,0,0
1063798,146,73,1216,416.13,417.13,0,0
1045972,146,73,2126,437.53,509.31,0,0
1150952,146,73,2826,326.92,325.92,0,0
1077779,146,73,1754,290.03,292.03,0,0
1144441,146,73,1971,291.06,291.06,0,0
1257450,146,73,1247,445.23,447.23,0,0
1254802,146,73,1558,513.19,513.19,0,0
1250391,146,73,2581,512.19,513.19,0,0
1045722,146,73,1962,513.19,513.19,0,0
1346647,146,73,1445,727.53,728.53,0,0
1026834,146,73,2444,727.53,728.53,0,0
1283298,146,73,2760,182.36,261.93,0,1
1481903,146,73,1525,319.13,321.13,0,0
1318877,146,73,2704,321.13,319.13,0,0
1130427,146,73,2492,445.23,447.23,0,0
1357694,146,73,1543,442.35,483.09,0,1
1244100,146,73,2304,426.86,482.09,0,1
1131178,146,73,2664,283.24,338.53,0,0
1402295,146,73,2569,285.24,338.53,0,0
1126893,146,73,2490,279.36,281.36,0,0
